"CountryRegionName","Education","Occupation","Gender","MaritalStatus","HomeOwnerFlag","NumberCarsOwned","NumberChildrenAtHome","TotalChildren","YearlyIncome","Age"
"Germany","Partial High School","Manual","F","S","0",1,0,0,35089,31
"Germany","Partial High School","Skilled Manual","F","S","0",1,0,0,56625,31
"France","Partial High School","Manual","F","S","0",0,0,0,29873,31
"France","Partial High School","Manual","M","S","0",0,0,0,31275,31
"France","Partial High School","Skilled Manual","F","S","0",1,0,0,60327,31
"United States","Partial College","Clerical","M","S","0",3,0,0,84347,26
"United States","Partial College","Clerical","F","M","0",0,0,0,79253,26
"Canada","Partial High School","Skilled Manual","F","S","0",0,0,0,54469,27
"Canada","Partial High School","Skilled Manual","M","M","0",0,0,0,62060,27
"United States","Partial College","Clerical","F","S","0",1,0,0,78604,27
"United States","Partial College","Clerical","M","M","0",0,0,0,77478,27
"United States","Partial College","Manual","F","S","0",0,0,0,30706,27
"United States","Partial College","Management","F","M","1",1,0,0,103613,28
"United States","Partial College","Clerical","F","S","0",3,0,0,81180,28
"Australia","Partial College","Manual","M","M","1",1,1,2,29965,55
"Australia","Partial College","Clerical","M","M","1",3,0,2,81465,54
"United States","Partial High School","Skilled Manual","M","S","0",1,0,0,60464,25
"United States","Partial College","Clerical","F","S","0",3,0,0,80371,24
"Australia","High School","Skilled Manual","F","M","1",0,1,1,61918,53
"Australia","High School","Skilled Manual","F","S","1",1,0,0,52343,53
"Australia","High School","Skilled Manual","F","M","1",2,0,2,54011,53
"Australia","High School","Skilled Manual","M","M","1",1,0,1,51338,53
"Australia","Partial College","Management","F","M","1",1,0,2,102034,53
"United States","Partial College","Clerical","M","M","0",1,0,0,82507,25
"Australia","High School","Clerical","M","M","1",1,1,2,78151,52
"Australia","Partial College","Clerical","F","S","1",2,0,0,80828,52
"Australia","Partial College","Manual","F","S","1",1,0,0,30762,52
"Australia","Partial College","Clerical","M","M","1",1,0,2,83670,51
"Australia","Partial College","Clerical","F","S","0",1,0,0,84791,24
"Australia","Partial College","Management","M","S","0",1,0,0,112726,25
"Australia","Bachelors","Manual","M","M","0",0,0,0,31600,24
"Australia","High School","Clerical","M","M","0",3,0,0,79900,27
"Australia","High School","Skilled Manual","F","S","0",0,0,0,55454,28
"Australia","High School","Clerical","F","S","0",1,0,0,78943,28
"Australia","High School","Clerical","M","S","0",2,0,0,87446,25
"Australia","High School","Manual","M","S","0",1,0,0,34900,26
"Australia","Bachelors","Skilled Manual","M","S","0",0,0,0,54991,25
"Australia","Bachelors","Skilled Manual","M","S","0",0,0,0,60322,25
"Australia","Bachelors","Management","M","M","0",2,0,0,107072,26
"Australia","High School","Clerical","F","S","0",2,0,0,86460,27
"Australia","High School","Skilled Manual","M","M","0",1,0,0,54685,27
"Australia","High School","Skilled Manual","F","M","0",0,0,0,51833,27
"Australia","Partial College","Skilled Manual","M","S","0",1,0,0,59507,28
"Australia","Partial College","Management","M","S","0",3,0,0,108056,27
"Australia","Partial College","Skilled Manual","F","S","0",1,0,0,50982,27
"France","Partial College","Skilled Manual","F","M","1",1,2,2,53709,61
"United Kingdom","Graduate Degree","Skilled Manual","F","M","1",1,1,2,55768,61
"United Kingdom","Graduate Degree","Clerical","F","M","1",1,2,2,81112,43
"United Kingdom","Graduate Degree","Management","F","M","1",3,1,2,109320,43
"Germany","High School","Clerical","M","S","1",2,0,0,80681,44
"Germany","Partial College","Skilled Manual","M","S","0",1,0,0,53573,44
"United Kingdom","Partial College","Manual","M","S","0",1,0,0,28588,44
"United Kingdom","Partial College","Skilled Manual","F","M","1",1,0,1,59957,44
"France","High School","Skilled Manual","M","S","0",2,0,0,61857,45
"Germany","Partial College","Manual","M","S","0",1,0,0,35729,46
"Germany","Partial College","Skilled Manual","M","M","1",1,1,2,57838,45
"United Kingdom","Partial College","Skilled Manual","F","M","1",1,1,2,55684,45
"United Kingdom","Partial College","Clerical","F","S","1",0,0,0,84713,45
"United Kingdom","Graduate Degree","Professional","M","M","1",0,1,2,132217,45
"United Kingdom","Graduate Degree","Professional","F","M","1",0,0,1,134335,45
"France","Partial College","Manual","M","S","0",0,0,0,33318,46
"France","Graduate Degree","Clerical","F","M","1",3,1,1,77539,44
"United Kingdom","Graduate Degree","Management","F","S","1",3,0,0,105356,44
"Germany","Bachelors","Manual","F","M","1",1,0,1,34056,44
"France","Bachelors","Clerical","M","M","1",2,1,1,79174,44
"Germany","High School","Manual","M","S","0",1,0,0,36480,34
"France","High School","Skilled Manual","F","M","0",2,1,2,56853,34
"France","High School","Clerical","F","S","0",3,0,0,82195,35
"Germany","Partial College","Clerical","F","S","0",3,0,0,77052,35
"Germany","Partial College","Skilled Manual","M","S","0",0,0,0,52418,34
"France","High School","Clerical","M","S","0",1,0,0,85953,35
"France","Bachelors","Management","F","S","0",2,0,0,102283,34
"France","Bachelors","Professional","F","S","1",0,0,0,131811,34
"Germany","Bachelors","Clerical","F","M","1",2,1,2,83727,34
"Germany","Bachelors","Skilled Manual","F","M","1",2,0,3,60202,84
"United Kingdom","Bachelors","Clerical","F","M","1",1,1,2,78104,84
"Germany","Partial College","Skilled Manual","F","M","0",1,2,2,54193,35
"United Kingdom","Bachelors","Skilled Manual","F","M","0",1,0,1,56369,35
"United Kingdom","Bachelors","Clerical","M","S","0",1,0,0,87275,35
"France","Bachelors","Management","M","M","1",0,1,1,111938,35
"Germany","Graduate Degree","Skilled Manual","F","M","0",0,1,2,61385,35
"United Kingdom","Graduate Degree","Professional","F","M","1",2,1,2,138064,35
"France","Graduate Degree","Management","M","M","1",1,0,2,106354,35
"United Kingdom","Graduate Degree","Professional","F","M","1",2,1,2,128932,35
"Germany","Graduate Degree","Manual","F","S","0",1,0,0,35390,35
"France","Graduate Degree","Management","F","S","0",1,0,0,111630,36
"United Kingdom","Graduate Degree","Skilled Manual","F","S","0",0,0,0,55948,35
"United Kingdom","Graduate Degree","Clerical","F","S","0",2,0,0,86191,35
"United Kingdom","Graduate Degree","Management","M","M","1",3,0,0,104214,35
"Germany","High School","Skilled Manual","M","S","1",2,0,0,53586,51
"Germany","Partial College","Management","M","M","1",3,1,2,105456,36
"Germany","Partial College","Skilled Manual","M","M","1",1,1,2,57635,50
"France","High School","Skilled Manual","M","M","1",1,2,2,52378,61
"France","High School","Skilled Manual","F","M","1",0,1,2,51742,60
"France","High School","Skilled Manual","F","M","1",2,1,2,58454,60
"Germany","Bachelors","Manual","M","M","1",0,0,2,30680,59
"United Kingdom","Bachelors","Manual","F","M","1",0,1,2,27009,59
"France","Partial College","Manual","F","S","1",1,0,1,25753,58
"France","Partial College","Manual","M","S","1",0,1,1,29744,58
"Germany","Bachelors","Management","F","M","1",1,0,2,107180,58
"Germany","Bachelors","Clerical","M","S","1",1,1,1,84033,58
"United Kingdom","Partial College","Skilled Manual","M","M","1",0,0,2,55772,58
"United Kingdom","Partial College","Skilled Manual","M","M","1",1,1,2,58622,51
"France","Partial College","Skilled Manual","F","M","1",1,1,2,54845,52
"Germany","High School","Clerical","F","M","1",3,2,2,76532,50
"United Kingdom","High School","Skilled Manual","M","M","1",0,0,1,52046,50
"France","Partial College","Clerical","M","M","1",1,1,2,83280,51
"United Kingdom","Partial College","Clerical","F","M","1",0,1,2,85940,51
"France","High School","Manual","F","M","1",1,1,2,32313,52
"Germany","Partial College","Skilled Manual","F","M","1",2,1,2,56952,52
"France","High School","Manual","F","M","1",0,2,2,35160,53
"France","High School","Skilled Manual","F","M","1",1,1,1,57592,53
"Germany","High School","Manual","M","M","1",1,1,2,35287,53
"Germany","Partial College","Manual","F","M","1",0,0,2,32282,53
"France","High School","Manual","M","S","1",1,0,0,29471,54
"Germany","Partial College","Management","F","M","1",0,1,2,102262,54
"Germany","Partial College","Clerical","F","M","1",3,0,2,84466,55
"United Kingdom","High School","Skilled Manual","M","M","1",1,0,2,52696,55
"United Kingdom","Partial High School","Manual","M","M","1",1,2,2,26327,57
"Australia","Bachelors","Skilled Manual","F","M","0",1,0,0,56633,29
"Australia","Bachelors","Manual","M","S","0",1,0,0,36557,28
"Australia","Bachelors","Management","F","S","0",0,0,0,105851,28
"Australia","Bachelors","Management","M","S","0",3,0,0,104087,29
"Australia","Bachelors","Skilled Manual","F","S","0",1,0,0,53210,30
"Australia","Bachelors","Clerical","M","S","0",1,0,0,85712,30
"Australia","Bachelors","Skilled Manual","M","S","0",1,0,0,57148,30
"Australia","Bachelors","Skilled Manual","M","S","0",0,0,0,52000,30
"Australia","Bachelors","Skilled Manual","F","S","0",1,0,0,61049,30
"Australia","Bachelors","Management","F","M","1",3,0,0,109987,31
"Australia","Bachelors","Skilled Manual","M","S","0",1,0,0,56692,31
"Australia","Bachelors","Management","F","S","0",3,0,0,108009,32
"Australia","High School","Skilled Manual","F","M","0",1,0,0,60301,31
"Australia","Partial High School","Skilled Manual","M","M","0",2,0,0,62092,31
"Australia","Bachelors","Clerical","F","S","0",2,0,0,80459,32
"Australia","Bachelors","Clerical","M","S","0",2,0,0,83579,33
"Australia","High School","Skilled Manual","F","M","0",1,1,2,57160,32
"Australia","High School","Manual","M","M","0",1,0,1,31877,32
"Australia","High School","Manual","F","S","0",0,0,0,31357,32
"Australia","Bachelors","Professional","M","M","1",2,1,2,132216,33
"Australia","Bachelors","Management","F","S","0",3,0,0,105719,33
"Australia","Bachelors","Professional","F","S","1",3,0,0,130410,33
"Australia","High School","Clerical","M","M","1",0,1,2,84686,32
"Australia","Bachelors","Professional","M","M","1",2,1,2,134546,33
"Australia","Bachelors","Manual","F","S","0",0,0,0,26383,33
"Australia","High School","Clerical","F","M","1",3,1,1,86588,33
"Australia","High School","Skilled Manual","M","M","0",1,1,1,58706,33
"Australia","Bachelors","Clerical","M","M","1",1,1,2,77660,34
"Australia","Bachelors","Management","F","M","1",2,0,0,109025,34
"Australia","High School","Skilled Manual","F","M","0",2,1,2,55413,34
"Australia","Partial High School","Skilled Manual","M","M","0",2,0,1,52635,33
"Australia","Partial High School","Manual","F","M","0",1,0,2,35239,33
"Australia","Partial High School","Manual","F","M","0",0,1,1,36282,33
"Australia","Partial High School","Skilled Manual","M","M","0",1,0,2,56018,33
"United States","Graduate Degree","Management","F","M","1",1,2,2,104997,63
"United States","Bachelors","Management","M","M","1",2,2,2,110889,64
"Canada","Graduate Degree","Professional","M","M","1",2,2,2,135029,64
"United States","Graduate Degree","Professional","F","M","1",2,1,2,130358,63
"United States","Graduate Degree","Professional","M","M","1",2,0,3,128021,63
"United States","Bachelors","Manual","F","M","1",0,2,2,32469,63
"United States","Bachelors","Skilled Manual","F","S","1",1,1,1,51620,62
"Canada","Graduate Degree","Management","F","M","1",2,0,2,103605,62
"United States","Graduate Degree","Management","F","M","1",0,1,2,104463,62
"United States","Graduate Degree","Clerical","F","M","1",1,0,2,81403,61
"United States","Graduate Degree","Professional","M","M","1",1,0,3,133946,61
"United States","Bachelors","Professional","F","M","1",5,0,2,132048,61
"United States","Bachelors","Manual","F","M","1",1,0,2,30145,61
"United States","Bachelors","Skilled Manual","M","M","1",1,1,2,54975,60
"Australia","Partial College","Manual","M","M","1",1,1,1,31103,51
"Australia","Partial College","Skilled Manual","M","M","1",2,1,2,59034,50
"Australia","Partial College","Clerical","F","S","1",2,0,0,79523,50
"Canada","Partial College","Skilled Manual","F","S","0",0,0,0,60376,30
"United States","Partial College","Management","M","S","0",1,0,0,106521,29
"United States","High School","Skilled Manual","F","S","0",1,0,0,61950,29
"Canada","Partial College","Skilled Manual","F","S","0",2,0,0,57730,31
"Canada","Partial College","Manual","F","M","0",0,0,0,28236,31
"Australia","High School","Manual","M","M","1",1,1,2,36919,49
"Australia","High School","Clerical","M","S","1",1,0,0,87148,49
"Australia","High School","Skilled Manual","F","S","1",1,0,0,60959,49
"Australia","High School","Skilled Manual","F","S","1",0,0,0,59705,48
"Australia","High School","Skilled Manual","F","S","1",1,0,0,59033,48
"Australia","High School","Skilled Manual","F","S","1",1,0,0,52020,48
"Australia","Graduate Degree","Manual","M","S","0",1,0,0,32040,46
"Australia","Graduate Degree","Clerical","M","M","1",1,2,2,85919,46
"Australia","Graduate Degree","Professional","F","M","1",2,0,2,131232,46
"Canada","Bachelors","Professional","M","S","0",2,0,0,132982,31
"United States","Partial College","Skilled Manual","M","S","0",0,0,0,54924,30
"United States","Partial College","Clerical","F","M","0",2,0,0,78253,30
"United States","Partial College","Clerical","F","S","0",2,0,0,80245,30
"United States","High School","Skilled Manual","M","S","0",1,0,0,51714,30
"Australia","Graduate Degree","Professional","F","S","1",2,0,0,137211,45
"United States","Bachelors","Management","M","S","1",0,0,0,102482,38
"United States","Bachelors","Clerical","M","S","0",0,0,0,78890,38
"United States","Bachelors","Clerical","M","S","0",2,0,0,81532,38
"United States","Bachelors","Clerical","M","S","0",2,0,0,87641,38
"Canada","High School","Skilled Manual","M","M","1",2,1,2,59145,47
"United States","High School","Skilled Manual","F","M","1",2,0,2,59454,47
"United States","Partial College","Clerical","M","M","1",3,0,1,78750,47
"United States","Partial College","Management","F","M","1",1,1,2,111810,48
"Canada","Partial College","Skilled Manual","F","S","1",1,0,0,61314,47
"United States","Partial College","Management","M","M","1",2,0,2,108619,47
"United States","Partial College","Management","M","M","1",1,1,2,102360,47
"Australia","Bachelors","Clerical","F","M","1",0,0,2,82394,37
"Australia","Bachelors","Manual","F","S","0",1,0,0,35220,37
"Australia","Bachelors","Skilled Manual","M","M","1",2,1,2,54320,37
"Australia","Graduate Degree","Management","M","S","1",2,0,0,113175,37
"Australia","Bachelors","Skilled Manual","F","M","1",2,0,2,59264,42
"Australia","Bachelors","Skilled Manual","M","M","1",2,2,2,59020,42
"Australia","Bachelors","Management","M","S","1",3,0,0,105670,42
"Australia","Partial College","Skilled Manual","M","S","0",0,0,0,57725,43
"Australia","Bachelors","Professional","M","M","1",0,0,2,130902,43
"Australia","Partial College","Clerical","F","M","1",3,0,2,82216,43
"Australia","Graduate Degree","Professional","F","S","1",1,0,0,128778,38
"Australia","Graduate Degree","Professional","M","S","1",1,0,0,135200,38
"Australia","Partial College","Clerical","F","M","1",1,1,2,82847,44
"Australia","Partial College","Skilled Manual","M","S","0",0,0,0,59715,45
"Australia","Bachelors","Professional","M","S","1",2,0,0,130462,39
"Australia","Bachelors","Professional","M","S","1",1,0,0,132412,40
"Australia","Bachelors","Professional","M","S","1",3,0,0,133149,40
"Australia","Bachelors","Clerical","M","S","0",2,0,0,83699,40
"Australia","Bachelors","Management","F","M","1",1,1,2,105188,40
"Australia","Bachelors","Clerical","F","S","0",2,0,0,82066,40
"Australia","Bachelors","Skilled Manual","M","S","0",0,0,0,57517,41
"Australia","Bachelors","Skilled Manual","F","M","1",1,0,2,52125,45
"Australia","Bachelors","Management","F","S","1",1,0,0,103645,41
"Australia","Bachelors","Professional","M","S","1",3,0,0,135203,41
"Australia","Bachelors","Management","M","M","1",0,1,1,112992,41
"Australia","Partial College","Clerical","M","M","1",2,1,2,77872,42
"Australia","Bachelors","Management","F","M","1",1,0,1,107783,42
"Australia","Partial College","Clerical","F","M","1",1,0,2,86594,42
"Australia","Partial College","Clerical","M","S","1",2,0,0,78908,43
"Australia","Partial College","Skilled Manual","F","M","1",1,1,2,51760,43
"Australia","Bachelors","Skilled Manual","F","S","0",1,0,0,54207,46
"Australia","Partial College","Skilled Manual","F","M","1",0,1,2,55200,44
"Australia","Partial College","Skilled Manual","F","M","1",1,2,2,51382,44
"Australia","Partial College","Skilled Manual","M","M","1",1,1,2,52025,44
"Australia","Partial College","Skilled Manual","M","M","1",2,0,1,59669,48
"Australia","Partial College","Management","M","M","1",3,0,2,109687,48
"Australia","Bachelors","Professional","F","M","1",3,1,2,129969,51
"Australia","Bachelors","Skilled Manual","M","M","1",2,2,2,52865,51
"Australia","Bachelors","Skilled Manual","M","M","1",1,0,2,51833,51
"United States","High School","Manual","F","M","0",0,0,0,35218,28
"Canada","High School","Clerical","F","M","0",1,0,0,76475,28
"United States","High School","Manual","M","M","0",1,0,0,27697,28
"United States","High School","Skilled Manual","F","M","0",0,0,0,60751,28
"United States","High School","Skilled Manual","F","S","0",1,0,0,51775,29
"United States","High School","Clerical","M","M","0",2,0,0,76938,28
"United States","High School","Skilled Manual","F","S","0",0,0,0,61880,25
"United States","High School","Skilled Manual","M","S","0",1,0,0,55274,24
"Canada","High School","Clerical","M","S","0",3,0,0,87704,25
"United States","High School","Clerical","F","M","0",2,0,0,81758,25
"Australia","High School","Skilled Manual","M","M","1",1,0,2,58858,58
"United States","High School","Skilled Manual","F","M","0",1,0,0,55089,24
"United States","High School","Skilled Manual","M","M","0",1,0,0,53617,26
"United States","High School","Skilled Manual","M","S","0",1,0,0,54541,27
"United States","High School","Clerical","M","S","0",0,0,0,78952,26
"United States","High School","Manual","F","M","0",1,0,0,33737,26
"United States","Partial High School","Manual","M","S","0",0,0,0,29287,27
"United States","Partial High School","Skilled Manual","F","S","0",1,0,0,61639,27
"Australia","Bachelors","Clerical","F","M","1",1,1,2,81186,65
"Australia","Partial College","Manual","F","M","1",0,1,2,26796,64
"Australia","Partial College","Management","F","M","1",2,1,2,106804,64
"Australia","Partial College","Skilled Manual","M","M","1",1,0,3,61043,64
"Australia","Bachelors","Clerical","M","S","1",1,0,1,85240,64
"Australia","Bachelors","Clerical","F","M","1",1,0,3,79524,63
"Australia","Bachelors","Management","F","M","1",1,1,2,110617,62
"Australia","Graduate Degree","Professional","F","S","1",1,1,1,136444,62
"United States","High School","Skilled Manual","F","M","0",1,0,0,51961,28
"United States","High School","Skilled Manual","F","S","0",1,0,0,56498,28
"United States","High School","Clerical","M","S","0",3,0,0,79666,28
"United States","High School","Clerical","M","S","0",2,0,0,83100,28
"United States","Partial College","Management","M","S","0",1,0,0,110189,28
"United States","Partial College","Manual","M","S","0",1,0,0,34888,28
"United States","Partial College","Skilled Manual","M","M","0",0,0,0,53934,28
"United States","Partial College","Manual","F","S","0",0,0,0,30081,30
"United States","Partial College","Skilled Manual","F","S","0",0,0,0,52606,30
"United States","Partial College","Clerical","M","S","0",1,0,0,84251,30
"United States","Partial College","Clerical","M","S","0",2,0,0,80682,30
"United States","Bachelors","Skilled Manual","F","S","0",1,0,0,58001,36
"United States","Graduate Degree","Skilled Manual","M","S","0",1,0,0,54228,37
"United States","Bachelors","Professional","F","M","1",1,1,1,132460,41
"Canada","Graduate Degree","Management","M","S","0",2,0,0,106742,32
"United States","Graduate Degree","Management","M","S","0",2,0,0,103011,32
"United States","Graduate Degree","Skilled Manual","F","S","0",0,0,0,57052,33
"United States","Graduate Degree","Management","M","M","1",1,0,0,111222,31
"United States","Graduate Degree","Professional","F","S","0",3,0,0,129314,31
"United States","Graduate Degree","Management","M","M","1",3,0,0,103726,31
"United States","Graduate Degree","Professional","F","M","1",2,1,1,132602,33
"United States","Graduate Degree","Skilled Manual","M","M","0",0,1,1,52847,32
"Canada","Graduate Degree","Clerical","F","S","0",3,0,0,78362,33
"United States","Graduate Degree","Skilled Manual","F","S","0",1,0,0,51828,33
"United States","Graduate Degree","Clerical","M","M","1",1,0,2,85818,33
"United States","Graduate Degree","Skilled Manual","M","M","0",1,1,1,61888,33
"United States","Graduate Degree","Professional","M","M","1",1,0,1,137337,33
"United States","Graduate Degree","Professional","F","M","1",2,0,0,134297,33
"United States","Graduate Degree","Professional","F","M","1",3,1,2,137695,33
"United States","Bachelors","Clerical","M","M","1",1,1,1,85655,32
"United States","Bachelors","Management","M","M","1",1,1,1,105264,32
"United States","Graduate Degree","Management","M","M","1",3,0,2,109846,32
"United States","Graduate Degree","Professional","F","S","1",1,0,0,129582,33
"United States","Graduate Degree","Professional","F","S","1",2,0,0,131964,32
"United States","Bachelors","Management","F","S","1",2,1,1,111789,60
"Canada","Bachelors","Professional","F","M","1",3,1,2,131926,60
"United States","Bachelors","Clerical","F","S","1",1,1,1,80902,59
"United States","Bachelors","Clerical","F","M","1",3,1,2,79737,59
"United States","Bachelors","Skilled Manual","F","M","1",1,1,2,53531,59
"United States","Bachelors","Professional","F","M","1",1,2,2,137350,59
"United States","Bachelors","Management","M","M","1",1,1,2,111951,59
"Canada","Bachelors","Management","F","M","1",1,1,2,110561,59
"United States","Bachelors","Professional","M","M","1",2,0,2,128492,59
"United States","Bachelors","Clerical","F","M","1",1,0,2,78338,59
"United States","Bachelors","Skilled Manual","M","M","1",2,0,2,61335,58
"United States","Bachelors","Management","M","S","1",3,0,1,103217,58
"United States","Bachelors","Clerical","F","M","1",0,1,2,76369,58
"United States","Bachelors","Management","F","M","1",0,0,2,106786,57
"United States","Bachelors","Manual","F","M","1",1,0,2,29625,57
"United States","Bachelors","Skilled Manual","F","M","1",2,1,2,61257,57
"United States","Bachelors","Clerical","F","M","1",2,1,2,82505,58
"United States","Bachelors","Clerical","M","M","1",3,1,2,77858,57
"United States","Bachelors","Clerical","M","M","1",0,1,2,87014,57
"United States","Bachelors","Management","M","M","1",0,1,2,111920,57
"Canada","High School","Clerical","M","M","1",2,1,2,84592,56
"United States","High School","Skilled Manual","F","M","1",1,0,2,57563,56
"United States","Partial College","Skilled Manual","M","M","1",2,1,2,59497,56
"United States","Partial College","Clerical","M","M","1",2,0,2,83677,56
"United States","Bachelors","Management","F","S","1",2,0,0,107402,56
"United States","Bachelors","Management","M","M","1",2,0,2,104614,56
"United States","Bachelors","Clerical","F","S","1",2,0,0,80019,56
"United States","Partial College","Skilled Manual","F","S","1",2,0,0,57918,55
"United States","Partial College","Skilled Manual","M","M","1",0,0,2,54503,55
"United States","Partial College","Management","M","M","1",2,1,2,106597,55
"United States","Bachelors","Management","F","M","1",2,0,2,105888,55
"Canada","Partial High School","Manual","F","S","1",0,0,0,30544,54
"United States","Partial College","Skilled Manual","F","S","1",1,0,0,53682,55
"United States","Partial College","Manual","M","M","1",0,1,2,34191,54
"United States","Partial College","Skilled Manual","F","M","1",2,2,2,55892,54
"United States","Partial College","Clerical","F","M","1",0,0,2,77720,54
"United States","Partial College","Clerical","M","M","1",1,0,2,84848,54
"Canada","Partial High School","Manual","F","M","1",1,0,2,31537,53
"United States","Partial College","Clerical","F","M","1",3,0,2,78374,53
"United States","Partial College","Management","F","M","1",1,1,1,106635,53
"United States","Partial College","Management","M","M","1",3,2,2,107922,53
"United States","Partial College","Clerical","M","M","1",1,1,2,82034,53
"United States","Partial College","Clerical","F","M","1",1,0,2,81608,53
"United States","Partial College","Skilled Manual","M","S","1",1,0,0,62244,53
"United States","High School","Skilled Manual","F","M","1",1,0,2,53304,52
"United States","Partial College","Clerical","M","S","1",1,0,0,85351,52
"United States","Partial College","Manual","F","M","1",1,2,2,28278,52
"United States","Partial College","Skilled Manual","F","M","1",1,1,2,62066,52
"United States","Partial College","Manual","M","M","1",1,0,2,36093,52
"Germany","Bachelors","Management","M","S","1",2,0,0,106127,46
"United Kingdom","Partial College","Management","F","S","1",1,0,0,112208,46
"United Kingdom","Bachelors","Clerical","M","M","1",3,2,2,80690,48
"France","Partial College","Skilled Manual","F","M","1",2,0,2,58526,49
"Germany","Partial High School","Skilled Manual","F","M","1",2,1,2,51947,49
"Germany","Partial High School","Manual","M","M","1",1,2,2,33256,49
"United States","Graduate Degree","Skilled Manual","F","S","1",0,0,1,54270,72
"United States","Graduate Degree","Skilled Manual","M","M","1",1,0,2,56638,71
"United States","Graduate Degree","Skilled Manual","M","M","1",1,1,2,60689,71
"United States","Graduate Degree","Professional","M","S","1",2,1,1,132351,71
"Canada","Partial College","Skilled Manual","F","M","1",1,0,1,56859,39
"Canada","Partial College","Management","M","M","1",2,2,2,109165,39
"United States","Partial College","Clerical","M","S","0",1,0,0,87170,40
"United States","Bachelors","Management","F","M","1",1,1,1,102062,39
"United States","Graduate Degree","Skilled Manual","F","M","1",2,1,1,50903,39
"United States","Partial College","Skilled Manual","F","S","0",1,0,0,59108,41
"United States","Bachelors","Skilled Manual","F","M","1",1,1,1,59608,41
"United States","Partial College","Skilled Manual","M","M","1",2,1,2,57127,49
"United States","Partial College","Skilled Manual","F","M","1",1,0,2,57125,48
"United States","Partial College","Management","M","M","1",2,1,2,110562,48
"United States","Partial College","Manual","M","M","1",1,0,1,35694,48
"United States","Graduate Degree","Management","F","M","1",2,0,2,102645,70
"United States","Graduate Degree","Management","F","M","1",2,2,2,104015,70
"United States","Graduate Degree","Clerical","F","S","1",1,1,1,81263,70
"Canada","Partial College","Clerical","F","S","0",1,0,0,80016,41
"Canada","Partial College","Management","F","S","1",2,0,0,102258,41
"Canada","Partial College","Skilled Manual","M","M","1",2,1,1,61825,41
"United States","Bachelors","Management","F","M","1",2,1,2,108403,41
"United States","Partial College","Clerical","M","M","1",3,1,2,86952,42
"United States","Partial College","Skilled Manual","F","M","1",1,0,2,51808,42
"United States","Bachelors","Clerical","F","M","1",1,2,2,76294,42
"United States","Bachelors","Skilled Manual","M","M","1",0,1,1,62211,42
"United States","Partial College","Clerical","M","M","1",3,0,2,87749,44
"United States","High School","Manual","F","M","1",1,1,2,35699,43
"United States","High School","Clerical","M","S","1",1,0,0,83073,43
"United States","Partial College","Skilled Manual","M","M","1",1,2,2,54670,44
"United States","Bachelors","Professional","F","S","1",5,0,0,130441,43
"United States","High School","Skilled Manual","M","M","1",1,1,1,56859,49
"Canada","High School","Skilled Manual","F","M","1",2,0,2,52798,49
"United States","Partial High School","Skilled Manual","F","S","1",1,0,0,58616,50
"United States","Graduate Degree","Clerical","F","M","1",2,1,2,77994,69
"United States","Bachelors","Management","F","M","1",0,1,2,103676,68
"Canada","Partial College","Clerical","M","S","1",2,0,0,78323,44
"United States","Partial College","Skilled Manual","F","M","1",0,0,1,55390,44
"United States","Partial College","Clerical","M","M","1",3,1,1,86503,44
"United States","Partial College","Clerical","M","M","1",3,0,1,81374,44
"United States","Partial High School","Skilled Manual","F","S","1",2,0,0,61770,50
"United States","Partial High School","Manual","M","M","1",1,1,2,35842,50
"United States","Partial High School","Manual","F","S","0",1,0,0,33196,50
"Canada","Partial High School","Manual","M","M","1",1,1,2,34792,50
"United States","Partial High School","Manual","M","M","1",1,1,2,33396,50
"United States","High School","Manual","F","S","0",1,0,0,32936,50
"United States","Graduate Degree","Professional","M","M","1",2,0,0,128792,51
"United States","Graduate Degree","Skilled Manual","F","S","1",1,0,0,60950,51
"United States","Graduate Degree","Clerical","F","S","1",3,0,0,84157,51
"United States","Graduate Degree","Clerical","F","S","1",2,0,0,79606,51
"United States","Partial College","Skilled Manual","M","M","1",1,0,1,56075,52
"United States","Partial College","Clerical","F","M","1",1,1,2,84952,52
"United States","Graduate Degree","Management","M","S","1",3,1,1,109557,67
"United States","Graduate Degree","Clerical","M","M","1",3,1,2,80595,67
"Canada","Bachelors","Skilled Manual","M","M","1",0,0,2,53636,67
"United States","Graduate Degree","Skilled Manual","M","M","1",1,1,2,54267,65
"United States","Graduate Degree","Management","F","M","1",2,1,2,110533,65
"United States","Graduate Degree","Manual","M","M","1",1,1,2,28579,65
"United States","Graduate Degree","Skilled Manual","M","S","1",1,0,1,61014,63
"Canada","Bachelors","Professional","M","S","1",3,0,0,138805,36
"United States","Bachelors","Clerical","M","S","0",1,0,0,81335,37
"United States","Bachelors","Clerical","M","M","1",1,1,1,77508,36
"United States","Bachelors","Management","M","S","0",2,0,0,103209,36
"United States","High School","Manual","F","M","0",1,0,0,36426,25
"United States","High School","Clerical","M","S","0",2,0,0,80885,25
"United States","Partial College","Skilled Manual","F","S","0",2,0,0,52449,25
"Australia","High School","Skilled Manual","F","M","1",1,2,2,57374,60
"Australia","High School","Skilled Manual","F","S","1",1,0,1,56120,61
"United States","Partial College","Skilled Manual","F","S","0",1,0,0,58939,25
"United States","Partial College","Skilled Manual","M","M","0",1,0,0,58657,25
"United States","Partial College","Skilled Manual","M","M","0",2,0,0,60964,25
"United States","Partial College","Management","M","M","0",3,0,0,108982,26
